REF_AREA,Total_age_0_4,Visible_Minority_Total,Visible_Minority,Unemployment_rate,Total_age_65_older,Total_LIM_18_64,Total_LIM_65_over,LIM_18_64,LIM_65_over,Language_Total,Language_NO_Eng_Fr,Total_age
2021S051248061617,20.0,710.0,55.0,10.4,115.0,460.0,115.0,15.0,5.0,755.0,5.0,760.0
2021S051248061618,20.0,240.0,15.0,0.0,35.0,155.0,35.0,10.0,0.0,260.0,0.0,260.0
2021S051248061619,40.0,720.0,145.0,13.2,55.0,505.0,55.0,20.0,0.0,735.0,0.0,730.0
2021S051248061620,35.0,1150.0,165.0,15.9,110.0,815.0,110.0,25.0,0.0,1160.0,10.0,1160.0
2021S051248061621,10.0,405.0,135.0,11.5,50.0,255.0,50.0,15.0,0.0,370.0,5.0,375.0
2021S051248061622,95.0,1995.0,1125.0,11.5,265.0,1340.0,265.0,80.0,30.0,1955.0,85.0,1960.0
2021S051248061624,40.0,885.0,340.0,11.2,135.0,545.0,135.0,35.0,10.0,845.0,35.0,845.0
2021S051248061625,20.0,555.0,265.0,16.0,70.0,435.0,70.0,30.0,5.0,630.0,35.0,630.0
2021S051248061627,15.0,355.0,115.0,6.8,35.0,235.0,35.0,10.0,0.0,350.0,15.0,350.0
2021S051248061628,60.0,1110.0,425.0,10.1,95.0,725.0,95.0,35.0,5.0,1075.0,25.0,1075.0
2021S051248061629,35.0,540.0,205.0,7.8,25.0,325.0,20.0,25.0,0.0,465.0,0.0,460.0
2021S051248061630,115.0,1515.0,1040.0,19.7,135.0,895.0,135.0,110.0,15.0,1455.0,50.0,1460.0
2021S051248061631,70.0,770.0,415.0,16.3,90.0,520.0,85.0,35.0,5.0,805.0,15.0,805.0
2021S051248061632,20.0,985.0,370.0,19.3,360.0,500.0,360.0,45.0,35.0,935.0,35.0,930.0
2021S051248061633,30.0,550.0,505.0,26.5,80.0,375.0,75.0,10.0,0.0,545.0,50.0,550.0
2021S051248061635,35.0,880.0,280.0,13.3,110.0,635.0,110.0,25.0,5.0,890.0,20.0,885.0
2021S051248061636,50.0,770.0,30.0,8.4,145.0,475.0,145.0,25.0,10.0,760.0,5.0,755.0
2021S051248061637,30.0,470.0,85.0,7.5,95.0,325.0,95.0,20.0,5.0,540.0,15.0,535.0
2021S051248061638,50.0,800.0,195.0,11.6,115.0,450.0,115.0,15.0,10.0,725.0,5.0,720.0
2021S051248061639,30.0,640.0,170.0,17.1,110.0,395.0,115.0,25.0,5.0,635.0,10.0,635.0
2021S051248061641,15.0,510.0,205.0,12.1,85.0,325.0,85.0,20.0,0.0,505.0,5.0,505.0
2021S051248061642,75.0,900.0,225.0,16.5,120.0,520.0,125.0,70.0,5.0,870.0,10.0,875.0
2021S051248061643,20.0,670.0,625.0,17.4,375.0,275.0,270.0,60.0,170.0,710.0,305.0,710.0
2021S051248061645,105.0,1450.0,915.0,17.2,125.0,1045.0,125.0,280.0,25.0,1570.0,40.0,1570.0
2021S051248061648,35.0,975.0,385.0,9.8,110.0,670.0,115.0,20.0,15.0,980.0,30.0,985.0
2021S051248061649,50.0,1085.0,470.0,11.9,110.0,775.0,110.0,45.0,15.0,1140.0,25.0,1145.0
2021S051248061650,25.0,265.0,205.0,17.9,15.0,185.0,15.0,15.0,0.0,290.0,15.0,295.0
2021S051248061652,175.0,2490.0,2145.0,11.7,230.0,1665.0,225.0,105.0,10.0,2520.0,250.0,2515.0
2021S051248061654,15.0,290.0,20.0,20.5,10.0,190.0,15.0,10.0,0.0,265.0,0.0,270.0
2021S051248061655,10.0,340.0,105.0,10.4,15.0,290.0,15.0,20.0,0.0,370.0,0.0,370.0
2021S051248061656,110.0,1450.0,355.0,14.0,100.0,1075.0,100.0,70.0,10.0,1525.0,5.0,1530.0
2021S051248061658,30.0,360.0,195.0,14.6,30.0,250.0,30.0,10.0,0.0,380.0,30.0,380.0
2021S051248061659,25.0,390.0,175.0,12.7,25.0,300.0,25.0,10.0,0.0,425.0,0.0,425.0
2021S051248061663,45.0,1335.0,525.0,7.1,215.0,800.0,215.0,45.0,15.0,1260.0,25.0,1265.0
2021S051248061664,60.0,1120.0,490.0,14.6,160.0,720.0,160.0,65.0,25.0,1065.0,20.0,1070.0
2021S051248061665,10.0,300.0,135.0,0.0,35.0,180.0,35.0,5.0,0.0,265.0,5.0,270.0
2021S051248061666,45.0,1150.0,625.0,12.8,160.0,730.0,160.0,45.0,10.0,1130.0,40.0,1130.0
2021S051248061667,15.0,215.0,115.0,0.0,15.0,,,,,215.0,5.0,220.0
2021S051248061668,20.0,805.0,320.0,20.4,110.0,565.0,110.0,20.0,0.0,805.0,25.0,800.0
2021S051248061669,50.0,910.0,500.0,16.7,55.0,870.0,55.0,165.0,10.0,1020.0,30.0,1020.0
2021S051248061670,70.0,1360.0,965.0,14.4,45.0,1065.0,45.0,175.0,15.0,1265.0,20.0,1260.0
2021S051248061671,25.0,1175.0,470.0,12.5,165.0,835.0,165.0,35.0,10.0,1230.0,35.0,1230.0
2021S051248061672,10.0,405.0,200.0,14.0,115.0,245.0,115.0,15.0,10.0,425.0,15.0,425.0
2021S051248061674,35.0,595.0,480.0,18.8,70.0,415.0,70.0,30.0,5.0,640.0,55.0,640.0
2021S051248061762,35.0,795.0,405.0,13.1,100.0,500.0,100.0,30.0,15.0,775.0,15.0,775.0
2021S051248061763,20.0,550.0,205.0,14.5,35.0,400.0,35.0,20.0,0.0,600.0,15.0,595.0
2021S051248061764,25.0,800.0,330.0,14.0,70.0,510.0,70.0,15.0,5.0,765.0,10.0,760.0
2021S051248061765,25.0,485.0,345.0,17.0,50.0,285.0,50.0,15.0,5.0,440.0,15.0,440.0
2021S051248061766,30.0,460.0,255.0,11.3,25.0,310.0,30.0,20.0,0.0,435.0,10.0,435.0
2021S051248061767,40.0,1080.0,335.0,12.4,120.0,730.0,120.0,35.0,15.0,1065.0,45.0,1070.0
2021S051248061768,20.0,520.0,220.0,12.3,95.0,375.0,95.0,5.0,0.0,570.0,20.0,565.0
2021S051248061769,30.0,805.0,355.0,8.0,170.0,510.0,170.0,20.0,10.0,805.0,30.0,805.0
2021S051248061770,50.0,1740.0,1250.0,16.0,285.0,1095.0,280.0,60.0,20.0,1695.0,100.0,1695.0
2021S051248061771,40.0,1055.0,610.0,14.8,145.0,695.0,150.0,30.0,5.0,1060.0,60.0,1065.0
2021S051248061772,45.0,855.0,455.0,14.0,70.0,605.0,65.0,25.0,5.0,935.0,80.0,935.0
2021S051248061773,15.0,830.0,630.0,23.3,85.0,555.0,85.0,25.0,10.0,820.0,40.0,825.0
2021S051248061774,80.0,1355.0,940.0,17.9,180.0,900.0,180.0,115.0,45.0,1315.0,100.0,1320.0
2021S051248061775,20.0,560.0,360.0,14.5,140.0,325.0,140.0,20.0,0.0,555.0,20.0,560.0
2021S051248061776,40.0,755.0,380.0,11.7,45.0,500.0,50.0,30.0,0.0,720.0,35.0,720.0
2021S051248061777,90.0,1270.0,790.0,11.5,90.0,915.0,90.0,65.0,10.0,1310.0,70.0,1310.0
2021S051248061778,15.0,335.0,165.0,13.6,140.0,170.0,135.0,10.0,15.0,355.0,20.0,355.0
2021S051248061779,10.0,280.0,125.0,13.8,35.0,230.0,35.0,10.0,5.0,335.0,40.0,335.0
2021S051248061780,30.0,1020.0,445.0,13.4,280.0,575.0,280.0,35.0,25.0,980.0,40.0,980.0
2021S051248061781,155.0,2215.0,1280.0,12.2,150.0,1620.0,150.0,85.0,20.0,2270.0,55.0,2270.0
2021S051248061785,10.0,370.0,265.0,28.2,40.0,245.0,40.0,15.0,5.0,355.0,30.0,350.0
2021S051248061786,5.0,235.0,170.0,0.0,45.0,160.0,45.0,5.0,0.0,255.0,15.0,255.0
2021S051248061789,10.0,325.0,85.0,28.2,85.0,215.0,85.0,20.0,0.0,340.0,0.0,345.0
2021S051248061790,70.0,1335.0,635.0,16.0,165.0,975.0,165.0,40.0,10.0,1415.0,20.0,1415.0
2021S051248061792,40.0,655.0,270.0,11.7,105.0,415.0,105.0,25.0,10.0,645.0,0.0,640.0
2021S051248061793,25.0,670.0,255.0,10.7,55.0,460.0,55.0,25.0,5.0,675.0,5.0,675.0
2021S051248061795,80.0,1310.0,655.0,15.0,85.0,925.0,85.0,50.0,5.0,1340.0,15.0,1345.0
2021S051248061796,20.0,485.0,130.0,13.3,60.0,350.0,60.0,10.0,0.0,525.0,10.0,520.0
2021S051248061797,35.0,630.0,370.0,9.2,45.0,405.0,45.0,20.0,0.0,600.0,15.0,605.0
2021S051248061800,45.0,1330.0,640.0,9.7,250.0,815.0,250.0,40.0,20.0,1310.0,35.0,1310.0
2021S051248061801,15.0,420.0,175.0,10.9,60.0,265.0,60.0,10.0,5.0,405.0,10.0,405.0
2021S051248061802,5.0,180.0,55.0,23.1,60.0,,,,,205.0,5.0,210.0
2021S051248061803,70.0,1445.0,555.0,12.1,165.0,930.0,165.0,75.0,15.0,1365.0,25.0,1370.0
2021S051248061804,45.0,1105.0,315.0,8.6,380.0,565.0,380.0,50.0,25.0,1130.0,25.0,1125.0
2021S051248061805,40.0,565.0,85.0,10.6,35.0,345.0,35.0,15.0,0.0,515.0,10.0,520.0
2021S051248061806,45.0,460.0,70.0,9.3,30.0,390.0,30.0,15.0,0.0,560.0,10.0,565.0
2021S051248061807,20.0,470.0,115.0,13.3,45.0,360.0,45.0,15.0,0.0,525.0,0.0,525.0
2021S051248061808,60.0,1280.0,200.0,10.1,135.0,740.0,135.0,30.0,0.0,1215.0,5.0,1215.0
2021S051248061809,30.0,945.0,250.0,13.1,50.0,585.0,50.0,20.0,0.0,940.0,5.0,940.0
2021S051248061811,60.0,685.0,230.0,9.4,25.0,495.0,25.0,15.0,0.0,710.0,5.0,710.0
2021S051248061812,100.0,1645.0,515.0,8.2,85.0,1010.0,85.0,35.0,0.0,1600.0,10.0,1600.0
2021S051248061814,60.0,1430.0,470.0,18.3,350.0,950.0,235.0,40.0,20.0,1495.0,20.0,1615.0
2021S051248061858,35.0,590.0,90.0,13.1,115.0,395.0,120.0,30.0,15.0,675.0,20.0,675.0
2021S051248061860,15.0,405.0,125.0,8.6,135.0,250.0,135.0,15.0,10.0,445.0,5.0,450.0
2021S051248061864,50.0,905.0,430.0,16.3,130.0,620.0,130.0,30.0,5.0,1050.0,25.0,1050.0
2021S051248061865,50.0,1755.0,750.0,13.5,195.0,1090.0,195.0,60.0,10.0,1680.0,30.0,1680.0
2021S051248061870,65.0,900.0,350.0,12.9,55.0,580.0,60.0,30.0,5.0,950.0,15.0,945.0
2021S051248061871,75.0,1405.0,440.0,15.2,135.0,755.0,135.0,45.0,10.0,1310.0,15.0,1315.0
2021S051248061872,15.0,220.0,75.0,11.5,15.0,,,,,220.0,5.0,215.0
2021S051248061873,70.0,1570.0,720.0,17.1,170.0,1045.0,170.0,110.0,30.0,1620.0,40.0,1615.0
2021S051248061874,30.0,810.0,390.0,11.7,45.0,545.0,45.0,15.0,5.0,855.0,10.0,855.0
2021S051248061875,40.0,745.0,240.0,9.2,65.0,510.0,65.0,30.0,0.0,765.0,10.0,770.0
2021S051248061876,15.0,370.0,155.0,4.7,30.0,220.0,35.0,10.0,0.0,340.0,5.0,340.0
2021S051248061877,190.0,2270.0,835.0,10.3,155.0,1330.0,155.0,55.0,5.0,2215.0,45.0,2215.0
2021S051248061878,85.0,1495.0,615.0,11.3,140.0,925.0,140.0,60.0,10.0,1450.0,30.0,1445.0
2021S051248061880,25.0,1245.0,605.0,10.1,135.0,840.0,140.0,30.0,5.0,1290.0,30.0,1295.0
2021S051248061881,65.0,1405.0,805.0,8.0,105.0,925.0,105.0,75.0,20.0,1410.0,50.0,1405.0
2021S051248061882,50.0,1095.0,485.0,8.4,170.0,795.0,145.0,50.0,5.0,1190.0,25.0,1245.0
2021S051248061883,5.0,420.0,135.0,8.9,50.0,290.0,50.0,20.0,0.0,440.0,5.0,445.0
2021S051248061884,50.0,1425.0,505.0,8.4,265.0,880.0,265.0,40.0,20.0,1440.0,30.0,1440.0
2021S051248061885,5.0,265.0,155.0,18.4,40.0,,,,,245.0,5.0,245.0
2021S051248061886,20.0,485.0,200.0,19.1,85.0,280.0,85.0,10.0,10.0,465.0,5.0,465.0
2021S051248061887,20.0,1000.0,475.0,17.7,460.0,450.0,365.0,40.0,50.0,925.0,25.0,1025.0
2021S051248061888,15.0,410.0,185.0,17.5,60.0,230.0,60.0,15.0,0.0,380.0,5.0,380.0
2021S051248061946,60.0,1505.0,270.0,8.5,225.0,910.0,225.0,35.0,10.0,1480.0,10.0,1480.0
2021S051248061947,10.0,280.0,50.0,6.3,30.0,190.0,30.0,0.0,0.0,285.0,0.0,285.0
2021S051248061949,50.0,630.0,90.0,11.8,35.0,400.0,35.0,20.0,5.0,610.0,0.0,605.0
2021S051248061951,30.0,385.0,135.0,9.1,40.0,225.0,40.0,10.0,0.0,345.0,5.0,340.0
2021S051248061953,15.0,290.0,45.0,19.4,130.0,210.0,20.0,20.0,5.0,290.0,0.0,395.0
2021S051248061956,40.0,560.0,150.0,8.7,20.0,375.0,20.0,10.0,5.0,540.0,5.0,540.0
2021S051248061957,20.0,540.0,65.0,4.7,55.0,365.0,55.0,10.0,5.0,545.0,0.0,540.0
2021S051248061958,30.0,515.0,105.0,6.7,30.0,355.0,30.0,10.0,0.0,525.0,5.0,525.0
2021S051248061959,35.0,585.0,85.0,8.8,80.0,390.0,85.0,20.0,5.0,610.0,0.0,610.0
2021S051248061986,40.0,680.0,490.0,31.2,65.0,465.0,65.0,35.0,5.0,670.0,25.0,675.0
2021S051248061987,85.0,1075.0,915.0,15.9,115.0,850.0,115.0,35.0,15.0,1360.0,120.0,1360.0
2021S051248061988,80.0,1555.0,1400.0,20.1,135.0,895.0,135.0,60.0,5.0,1385.0,125.0,1385.0
2021S051248061989,70.0,1215.0,1115.0,15.6,115.0,715.0,115.0,70.0,0.0,1110.0,110.0,1105.0
2021S051248061990,40.0,490.0,480.0,9.1,30.0,355.0,35.0,35.0,5.0,555.0,65.0,555.0
2021S051248061991,30.0,360.0,340.0,4.1,25.0,255.0,20.0,15.0,5.0,385.0,30.0,385.0
2021S051248061992,85.0,1240.0,1225.0,13.4,75.0,800.0,75.0,60.0,5.0,1240.0,100.0,1235.0
2021S051248061993,85.0,1050.0,925.0,12.1,40.0,620.0,40.0,55.0,5.0,985.0,25.0,985.0
2021S051248061994,70.0,885.0,770.0,13.5,50.0,615.0,50.0,45.0,5.0,910.0,60.0,915.0
2021S051248061995,80.0,1190.0,1120.0,12.0,80.0,735.0,80.0,80.0,10.0,1100.0,85.0,1095.0
2021S051248061996,35.0,625.0,535.0,17.4,60.0,455.0,60.0,25.0,0.0,690.0,60.0,690.0
2021S051248061997,70.0,1025.0,980.0,15.3,95.0,695.0,95.0,40.0,10.0,1065.0,80.0,1065.0
2021S051248062001,75.0,865.0,790.0,18.2,60.0,535.0,60.0,45.0,10.0,855.0,80.0,855.0
2021S051248062002,60.0,1190.0,1070.0,14.2,110.0,775.0,115.0,20.0,5.0,1135.0,65.0,1135.0
2021S051248062003,30.0,795.0,690.0,9.4,140.0,525.0,140.0,25.0,10.0,805.0,55.0,810.0
2021S051248062004,60.0,1745.0,1530.0,12.0,315.0,1100.0,315.0,40.0,20.0,1715.0,120.0,1715.0
2021S051248062005,30.0,1030.0,870.0,17.7,185.0,665.0,185.0,25.0,15.0,1045.0,110.0,1050.0
2021S051248062006,20.0,675.0,530.0,17.9,190.0,515.0,190.0,15.0,10.0,835.0,45.0,835.0
2021S051248062008,105.0,1820.0,1510.0,16.6,185.0,1195.0,185.0,60.0,10.0,1815.0,110.0,1820.0
2021S051248062009,50.0,985.0,775.0,11.5,200.0,655.0,115.0,40.0,10.0,995.0,60.0,1090.0
2021S051248062010,15.0,220.0,190.0,18.5,15.0,,,,,245.0,10.0,245.0
2021S051248062011,25.0,290.0,245.0,26.7,35.0,235.0,35.0,25.0,0.0,355.0,15.0,360.0
2021S051248062026,50.0,1360.0,1140.0,19.0,140.0,935.0,140.0,45.0,10.0,1350.0,85.0,1355.0
2021S051248062027,10.0,305.0,255.0,13.8,60.0,190.0,60.0,10.0,0.0,300.0,20.0,295.0
2021S051248062028,5.0,320.0,230.0,21.4,35.0,190.0,35.0,0.0,0.0,265.0,15.0,270.0
2021S051248062029,30.0,310.0,240.0,31.6,10.0,150.0,10.0,45.0,0.0,325.0,5.0,325.0
2021S051248062030,105.0,1405.0,845.0,14.9,150.0,935.0,150.0,90.0,20.0,1365.0,35.0,1360.0
2021S051248062031,70.0,1420.0,905.0,15.4,170.0,1035.0,170.0,130.0,20.0,1425.0,65.0,1425.0
2021S051248062067,25.0,545.0,235.0,7.7,40.0,385.0,40.0,25.0,0.0,560.0,15.0,565.0
2021S051248062068,50.0,1280.0,620.0,11.7,165.0,820.0,165.0,35.0,10.0,1275.0,25.0,1275.0
2021S051248062069,60.0,1210.0,655.0,13.0,140.0,820.0,140.0,45.0,5.0,1220.0,20.0,1220.0
2021S051248062070,20.0,390.0,180.0,15.9,25.0,305.0,25.0,5.0,0.0,420.0,15.0,425.0
2021S051248062071,15.0,330.0,125.0,20.0,95.0,210.0,95.0,10.0,20.0,355.0,10.0,350.0
2021S051248062072,60.0,1355.0,580.0,14.2,345.0,865.0,345.0,135.0,90.0,1395.0,50.0,1395.0
2021S051248062074,30.0,450.0,280.0,19.2,35.0,275.0,35.0,0.0,5.0,420.0,10.0,420.0
2021S051248062076,15.0,315.0,180.0,7.0,15.0,215.0,15.0,5.0,0.0,315.0,0.0,315.0
2021S051248062077,50.0,630.0,365.0,13.8,30.0,440.0,30.0,20.0,5.0,645.0,5.0,645.0
2021S051248062078,30.0,580.0,220.0,16.4,50.0,445.0,55.0,5.0,5.0,660.0,15.0,655.0
2021S051248062080,60.0,900.0,350.0,9.4,60.0,700.0,60.0,40.0,0.0,1020.0,10.0,1020.0
2021S051248062119,80.0,935.0,550.0,21.8,45.0,590.0,50.0,65.0,5.0,915.0,35.0,915.0
2021S051248062120,25.0,595.0,300.0,11.4,105.0,440.0,105.0,40.0,20.0,650.0,35.0,650.0
2021S051248062121,10.0,195.0,45.0,22.7,35.0,,,,,220.0,5.0,220.0
2021S051248062122,35.0,610.0,270.0,16.9,85.0,380.0,85.0,40.0,15.0,585.0,25.0,585.0
2021S051248062123,70.0,1230.0,490.0,18.5,130.0,855.0,130.0,110.0,25.0,1225.0,30.0,1225.0
2021S051248062124,5.0,225.0,15.0,8.0,55.0,,,,,245.0,10.0,240.0
2021S051248062125,20.0,380.0,130.0,18.0,65.0,290.0,65.0,35.0,10.0,405.0,5.0,405.0
2021S051248062126,45.0,610.0,200.0,13.6,45.0,430.0,40.0,65.0,15.0,580.0,15.0,580.0
2021S051248062127,30.0,410.0,80.0,10.9,40.0,360.0,35.0,40.0,5.0,480.0,0.0,480.0
2021S051248062128,45.0,630.0,105.0,8.8,65.0,425.0,65.0,30.0,5.0,580.0,0.0,585.0
2021S051248062130,55.0,610.0,125.0,7.0,40.0,470.0,40.0,25.0,5.0,670.0,5.0,665.0
2021S051248062131,30.0,670.0,215.0,9.7,50.0,520.0,50.0,55.0,5.0,660.0,10.0,660.0
2021S051248062134,35.0,465.0,115.0,8.9,65.0,305.0,65.0,20.0,5.0,465.0,5.0,460.0
2021S051248062135,25.0,450.0,135.0,17.6,90.0,350.0,90.0,35.0,10.0,545.0,10.0,550.0
2021S051248062136,30.0,1115.0,275.0,16.3,190.0,705.0,190.0,115.0,45.0,1010.0,10.0,1010.0
2021S051248062138,75.0,870.0,485.0,15.7,90.0,625.0,90.0,75.0,15.0,945.0,25.0,940.0
2021S051248062139,55.0,730.0,395.0,11.4,80.0,455.0,80.0,40.0,25.0,705.0,25.0,710.0
2021S051248062140,30.0,555.0,290.0,8.2,15.0,330.0,15.0,15.0,0.0,480.0,5.0,480.0
2021S051248062141,90.0,1600.0,955.0,10.5,100.0,1030.0,100.0,40.0,15.0,1585.0,50.0,1585.0
2021S051248062142,110.0,2100.0,1215.0,12.3,110.0,1410.0,105.0,60.0,5.0,2145.0,50.0,2145.0
2021S051248062143,80.0,1795.0,950.0,12.0,120.0,1180.0,120.0,45.0,5.0,1840.0,65.0,1840.0
2021S051248062144,50.0,1325.0,505.0,12.5,115.0,860.0,115.0,40.0,5.0,1310.0,30.0,1310.0
2021S051248062145,40.0,880.0,545.0,13.3,80.0,545.0,75.0,35.0,0.0,825.0,30.0,820.0
2021S051248062146,30.0,710.0,325.0,7.7,80.0,445.0,80.0,25.0,5.0,670.0,20.0,670.0
2021S051248062147,75.0,910.0,470.0,13.4,60.0,650.0,60.0,20.0,0.0,970.0,10.0,970.0
2021S051248062148,60.0,1160.0,490.0,13.0,380.0,585.0,275.0,25.0,25.0,1170.0,10.0,1165.0
2021S051248062149,65.0,955.0,485.0,13.0,50.0,610.0,50.0,35.0,0.0,915.0,15.0,910.0
2021S051248062150,40.0,495.0,190.0,18.8,35.0,360.0,35.0,10.0,0.0,535.0,10.0,540.0
2021S051248062151,45.0,990.0,455.0,5.9,155.0,725.0,155.0,80.0,25.0,975.0,35.0,975.0
2021S051248062152,65.0,1240.0,735.0,13.3,90.0,1005.0,90.0,175.0,20.0,1235.0,25.0,1235.0
2021S051248062153,30.0,595.0,280.0,10.3,135.0,380.0,130.0,90.0,25.0,580.0,20.0,590.0
2021S051248062154,110.0,1910.0,485.0,8.1,135.0,1365.0,140.0,55.0,15.0,1865.0,20.0,1865.0
2021S051248062155,45.0,1085.0,385.0,8.7,125.0,825.0,125.0,20.0,5.0,1145.0,20.0,1145.0
2021S051248062156,35.0,1245.0,320.0,11.2,295.0,740.0,295.0,35.0,5.0,1265.0,20.0,1265.0
2021S051248062157,25.0,1285.0,335.0,11.9,465.0,620.0,465.0,50.0,45.0,1265.0,20.0,1265.0
2021S051248062158,5.0,55.0,35.0,0.0,30.0,,,,,85.0,0.0,115.0
2021S051248062159,55.0,950.0,945.0,16.0,100.0,615.0,100.0,25.0,5.0,970.0,100.0,965.0
2021S051248062160,55.0,1000.0,930.0,9.3,95.0,625.0,95.0,35.0,5.0,950.0,105.0,955.0
2021S051248062161,50.0,770.0,710.0,10.1,40.0,535.0,40.0,25.0,0.0,800.0,45.0,800.0
2021S051248062162,30.0,720.0,90.0,10.3,315.0,425.0,70.0,20.0,5.0,650.0,0.0,900.0
2021S051248062163,15.0,645.0,90.0,11.8,190.0,470.0,190.0,50.0,10.0,700.0,0.0,700.0
2021S051248062164,30.0,620.0,95.0,4.5,75.0,335.0,75.0,20.0,0.0,565.0,5.0,560.0
2021S051248062165,25.0,625.0,105.0,13.9,150.0,440.0,150.0,25.0,20.0,670.0,0.0,675.0
2021S051248062167,50.0,910.0,345.0,11.1,30.0,530.0,30.0,20.0,0.0,865.0,10.0,865.0
2021S051248062168,35.0,885.0,255.0,7.1,40.0,580.0,40.0,30.0,0.0,890.0,15.0,890.0
2021S051248062169,40.0,685.0,235.0,14.1,30.0,410.0,30.0,15.0,5.0,640.0,10.0,640.0
2021S051248062175,10.0,370.0,135.0,12.1,75.0,225.0,75.0,0.0,0.0,355.0,5.0,360.0
2021S051248062176,10.0,445.0,75.0,4.8,135.0,245.0,135.0,5.0,5.0,455.0,5.0,450.0
2021S051248062177,10.0,670.0,125.0,9.9,130.0,395.0,130.0,10.0,0.0,625.0,5.0,630.0
2021S051248062178,35.0,970.0,145.0,7.2,235.0,575.0,235.0,20.0,10.0,1015.0,5.0,1010.0
2021S051248062180,105.0,1765.0,615.0,9.4,140.0,1210.0,140.0,40.0,5.0,1815.0,15.0,1815.0
2021S051248062182,50.0,855.0,165.0,16.7,105.0,535.0,105.0,25.0,10.0,815.0,5.0,815.0
2021S051248062183,25.0,785.0,80.0,12.3,185.0,485.0,190.0,20.0,5.0,790.0,5.0,790.0
2021S051248062184,15.0,575.0,410.0,11.5,85.0,370.0,80.0,30.0,0.0,565.0,15.0,565.0
2021S051248062185,5.0,320.0,170.0,6.5,115.0,195.0,115.0,15.0,5.0,360.0,10.0,365.0
2021S051248062186,20.0,910.0,605.0,17.8,200.0,545.0,200.0,35.0,20.0,885.0,35.0,890.0
2021S051248062187,25.0,725.0,240.0,12.7,255.0,400.0,255.0,20.0,5.0,750.0,10.0,750.0
2021S051248062188,10.0,545.0,245.0,10.0,85.0,365.0,85.0,10.0,0.0,540.0,5.0,540.0
2021S051248062189,40.0,980.0,275.0,16.1,125.0,690.0,125.0,30.0,10.0,1000.0,20.0,1005.0
2021S051248062190,25.0,780.0,280.0,13.2,65.0,535.0,65.0,30.0,0.0,740.0,15.0,745.0
2021S051248062191,30.0,960.0,290.0,9.2,85.0,685.0,85.0,20.0,0.0,980.0,10.0,980.0
2021S051248062192,30.0,540.0,125.0,7.7,45.0,320.0,45.0,20.0,0.0,475.0,5.0,480.0
2021S051248062193,90.0,900.0,225.0,13.9,75.0,620.0,75.0,30.0,5.0,945.0,15.0,940.0
2021S051248062196,30.0,1385.0,185.0,12.9,110.0,920.0,110.0,20.0,5.0,1385.0,5.0,1385.0
2021S051248062197,35.0,1050.0,90.0,7.9,105.0,660.0,105.0,30.0,5.0,1015.0,5.0,1015.0
2021S051248062198,15.0,625.0,70.0,11.9,40.0,450.0,40.0,10.0,0.0,650.0,0.0,655.0
2021S051248062199,45.0,1005.0,200.0,16.4,50.0,645.0,50.0,20.0,0.0,1005.0,5.0,1005.0
2021S051248062201,35.0,1055.0,735.0,11.5,155.0,655.0,155.0,40.0,15.0,995.0,35.0,1000.0
2021S051248062202,15.0,680.0,520.0,15.5,140.0,365.0,140.0,30.0,5.0,620.0,30.0,625.0
2021S051248062203,15.0,465.0,250.0,18.0,100.0,295.0,100.0,15.0,10.0,485.0,25.0,480.0
2021S051248062204,15.0,400.0,250.0,9.8,100.0,225.0,100.0,15.0,10.0,395.0,20.0,400.0
2021S051248062205,40.0,1065.0,385.0,15.5,230.0,605.0,230.0,45.0,15.0,1005.0,30.0,1000.0
2021S051248062206,25.0,510.0,100.0,10.9,90.0,360.0,90.0,30.0,5.0,545.0,10.0,540.0
2021S051248062207,20.0,610.0,205.0,11.1,100.0,410.0,95.0,15.0,5.0,620.0,15.0,620.0
2021S051248062208,30.0,540.0,220.0,8.5,110.0,345.0,110.0,15.0,10.0,535.0,15.0,535.0
2021S051248062209,30.0,650.0,260.0,8.0,130.0,445.0,130.0,25.0,5.0,695.0,10.0,695.0
2021S051248062210,30.0,815.0,160.0,16.5,145.0,515.0,145.0,30.0,5.0,820.0,15.0,820.0
2021S051248062211,30.0,760.0,205.0,6.2,150.0,470.0,105.0,20.0,5.0,720.0,10.0,760.0
2021S051248062212,15.0,535.0,135.0,9.5,280.0,275.0,185.0,10.0,15.0,515.0,0.0,615.0
2021S051248062213,35.0,940.0,290.0,5.5,100.0,625.0,100.0,25.0,5.0,895.0,10.0,895.0
2021S051248062214,40.0,865.0,230.0,6.9,65.0,620.0,65.0,30.0,0.0,820.0,5.0,825.0
2021S051248062215,40.0,930.0,350.0,12.2,290.0,515.0,290.0,30.0,10.0,1005.0,25.0,1005.0
2021S051248062216,35.0,640.0,400.0,27.1,185.0,360.0,90.0,65.0,20.0,690.0,30.0,690.0
2021S051248062217,10.0,455.0,95.0,13.3,140.0,230.0,140.0,10.0,0.0,420.0,5.0,420.0
2021S051248062218,25.0,815.0,260.0,13.5,180.0,535.0,185.0,30.0,10.0,855.0,20.0,865.0
2021S051248062219,35.0,870.0,215.0,9.7,175.0,500.0,175.0,5.0,0.0,825.0,10.0,825.0
2021S051248062220,30.0,695.0,135.0,9.4,75.0,440.0,75.0,25.0,5.0,645.0,10.0,640.0
2021S051248062221,80.0,1210.0,635.0,10.1,80.0,755.0,80.0,40.0,10.0,1180.0,50.0,1180.0
