Community name,% of people aged >65 and < 5 years old,% Visible minority population,% Aboriginal identity,% one parent families,% Living alone,% Women,% Newcomers to community (Mobility Status - movers from 2015-2016),% Recent immigrant (2011-2016) and non permanent residents,% Language (neither FR or EN),"% Low education (No certificate, diploma or degree)","% Low income (Based on the Low-income measure, after-tax (LIM-AT)) aged 18+",% Low income and aged 65+,% Unemployed,Public transit access,% Area of tree canopy (2020),% paved area,High income households,Resident count
CORNERSTONE,0.13255287,,,,0.004909366,0.462613293,,,,,,,,8,0.00085949,0.020219507,,2648
COUGAR RIDGE,0.116049736,0.35943976,0.020723167,0.030012863,0.030584536,0.501071888,0.093611548,0.065742461,0.015721023,0.066457053,0.035729598,0.002143776,0.05073603,11,0.078366016,0.353378664,730,6997
COUNTRY HILLS,0.191133528,0.481815769,0.022564375,0.038492169,0.077249801,0.508362092,0.108839926,0.104857977,0.066365808,0.156623308,0.061056544,0.013273162,0.051765331,22,0.01969885,0.334264953,160,3767
COUNTRY HILLS VILLAGE,0.359260685,0.363881402,0.011551791,0.063534848,0.221409318,0.544474394,0.186753947,0.094339623,0.025028879,0.107816712,0.069310743,0.019252984,0.046207162,32,0.010933752,0.525049315,25,2597
COVENTRY HILLS,0.125091979,0.450274523,0.031414502,0.037074772,0.033905021,0.490405841,0.120563763,0.093677478,0.029150393,0.1066961,0.035659705,0.002830135,0.04896134,43,0.017168364,0.471597993,340,17667
CRANSTON,0.154244619,0.238382619,0.02615168,0.02615168,0.047978274,0.501408167,0.127740897,0.06035003,0.008801046,0.062864615,0.024391471,0.002263126,0.04400523,40,0.02543425,0.253776283,1165,19884
CRESCENT HEIGHTS,0.158006042,0.219033233,0.024169184,0.027945619,0.254984894,0.495770393,0.219033233,0.08081571,0.01510574,0.063444109,0.084592145,0.010574018,0.053625378,33,0.082770608,0.533784509,480,6620
CRESTMONT,0.135502959,0.369822485,0.026627219,0.014792899,0.017751479,0.495857988,0.053254438,0.047337278,0,0.056213018,0.00887574,0,0.068047337,7,0.105864623,0.15579745,180,1690
CURRIE BARRACKS,0.136291601,0.194136292,0.019809826,0.015847861,0.137083994,0.526941363,0.225832013,0.059429477,0.035657686,0.015847861,0.019809826,0,0.023771791,6,0.021117747,0.455067019,160,1262
DALHOUSIE,0.221252796,0.360178971,0.022930649,0.037472036,0.094630872,0.498098434,0.153243848,0.146532438,0.017897092,0.08557047,0.090044743,0.008389262,0.059284116,57,0.066956131,0.461523671,470,8940
DEER RIDGE,0.212685628,0.152277876,0.047822804,0.056632268,0.057135666,0.518248175,0.095645608,0.030203876,0.003775485,0.151019381,0.059149257,0.003775485,0.061666247,25,0.049063919,0.480499021,80,3973
DEER RUN,0.230799605,0.086870681,0.016781836,0.044422507,0.07917078,0.492201382,0.093780849,0.032576505,0.003948667,0.092793682,0.03751234,0.0029615,0.052319842,16,0.057219954,0.431183811,290,5065
DEERFOOT BUSINESS CENTRE,,,,,,,,,,,,,,32,0.014742013,0.613406162,,0
DIAMOND COVE,0.271014493,0.18115942,0.014492754,0.036231884,0.055072464,0.482608696,0.115942029,0.036231884,0,0.079710145,0.043478261,0.02173913,0.065217391,0,0.074705715,0.281785424,95,690
DISCOVERY RIDGE,0.145560748,0.212616822,0.017523364,0.02453271,0.082242991,0.50771028,0.144859813,0.067757009,0.007009346,0.074766355,0.026869159,0.003504673,0.065420561,12,0.106049984,0.160205811,730,4280
DOUGLASDALE/GLEN,0.197655462,0.238335533,0.026007298,0.028724478,0.057138421,0.495924229,0.093936806,0.031829827,0.008927878,0.100923841,0.023678286,0.003105349,0.048132909,76,0.010207932,0.350483429,985,12881
DOVER,0.219109265,0.269539175,0.071490677,0.06327891,0.139696648,0.480629891,0.18500628,0.065211091,0.028499662,0.24828519,0.116896918,0.019321805,0.06327891,45,0.048086717,0.367793899,110,10351
DOWNTOWN COMMERCIAL CORE,0.143268456,0.526315789,0.020730162,0.025336865,0.311067603,0.479097086,0.359322815,0.346654382,0.028216054,0.067948866,0.188298975,0.023033514,0.058159622,137,0.010329786,0.956967654,290,8683
DOWNTOWN EAST VILLAGE,0.195735936,0.16696635,0.012843565,0.007706139,0.321089134,0.404315438,0.208065759,0.047521192,0.016696635,0.068070896,0.101464166,0.057796044,0.020549705,11,0.022190906,0.58728539,80,3893
DOWNTOWN WEST END,0.166606822,0.359066427,0.007181329,0.012567325,0.262477558,0.476122083,0.238779174,0.114901257,0.030520646,0.037701975,0.122082585,0.019748654,0.044883303,21,0.029429383,0.730550937,240,2785
EAGLE RIDGE,0.347682119,0,0,0.033112583,0.036423841,0.456953642,0.099337748,0,0,0.066225166,0,0,0.033112583,8,0.087804886,0.479998846,100,302
EAST FAIRVIEW INDUSTRIAL,,,,,,,,,,,,,,15,0.002996763,0.500811924,,0
EAST SHEPARD INDUSTRIAL,,,,,,,,,,,,,,42,0.002615625,0.315108287,,0
EASTFIELD,,,,,,,,,,,,,,5,0.00590724,0.821976827,,0
EAU CLAIRE,0.225123153,0.216748768,0.007389163,0.014778325,0.190147783,0.497044335,0.248768473,0.125615764,0.012315271,0.027093596,0.064039409,0.034482759,0.051724138,3,0.101229198,0.494529211,415,2030
EDGEMONT,0.228580708,0.503085417,0.010392985,0.033127639,0.039298474,0.497044495,0.096135109,0.081195193,0.031828516,0.084767782,0.060084443,0.008119519,0.061058785,71,0.056980888,0.378626892,1415,15395
ELBOW PARK,0.195990425,0.064332735,0.014961101,0.029922202,0.043387193,0.49401556,0.091262717,0.041891083,0,0.056852184,0.028426092,0.00598444,0.044883303,17,0.120536244,0.381101107,910,3342
ELBOYA,0.188141391,0.142531357,0.008551881,0.022805017,0.086659065,0.489737742,0.233751425,0.076966933,0.011402509,0.076966933,0.062713797,0.005701254,0.037058153,8,0.082279451,0.465016762,270,1754
ERIN WOODS,0.143708327,0.431976167,0.07518797,0.063838842,0.060859696,0.49028231,0.117747198,0.0900837,0.031210101,0.204993616,0.070222727,0.007093205,0.054617676,17,0.031255675,0.48620399,45,7049
ERLTON,0.170866142,0.12992126,0.043307087,0.015748031,0.227559055,0.485826772,0.248031496,0.051181102,0.007874016,0.051181102,0.039370079,0.007874016,0.066929134,6,0.0830101,0.394184473,205,1270
EVANSTON,0.162567147,0.426350014,0.016115352,0.022052587,0.028724908,0.499915182,0.126378287,0.077749505,0.018942607,0.055979644,0.027707096,0.002827255,0.040429743,45,0.006147445,0.334763109,505,17685
EVERGREEN,0.165255814,0.431627907,0.022093023,0.029534884,0.046046512,0.507395349,0.108139535,0.110697674,0.019767442,0.085581395,0.039069767,0.003953488,0.059767442,39,0.022545186,0.483007545,1450,21500
FAIRVIEW,0.201316511,0.263302249,0.030170049,0.047997806,0.106966539,0.497531541,0.174163467,0.119308832,0.002742732,0.13987932,0.072682392,0.008228195,0.054854635,14,0.069906336,0.512188735,130,3646
FAIRVIEW INDUSTRIAL,,,,,,,,,,,,,,8,0.015884941,0.789291076,,0
FALCONRIDGE,0.153384023,0.622359899,0.047404487,0.062893082,0.040833568,0.483150286,0.207922651,0.189617948,0.043180325,0.181638975,0.096686379,0.007509622,0.067586595,30,0.028495147,0.50334073,30,10653
FISH CREEK PARK,,,,,,,,,,,,,,1,0.001275423,0.028247119,,0
FOOTHILLS,0.14511041,,,,0,0.03785489,,,,,,,,43,0.012415653,0.859587692,,317
FOREST HEIGHTS,0.176570197,0.479525862,0.047721675,0.06080665,0.073429803,0.475523399,0.140086207,0.139316502,0.035406404,0.224753695,0.087746305,0.013084975,0.062346059,17,0.046381943,0.491446028,30,6496
FOREST LAWN,0.157537753,0.31801894,0.097901203,0.071026363,0.106603532,0.455464551,0.209239826,0.110698746,0.034553366,0.274507295,0.128615306,0.016636806,0.07166624,48,0.042553554,0.537324953,40,7814
FOREST LAWN INDUSTRIAL,0.243902439,,,,0.203252033,0.162601626,,,,,,,,9,0.008122546,0.626213239,,123
FRANKLIN,,,,,,,,,,,,,,24,0.010951133,0.829261257,,0
GARRISON GREEN,0.258737864,0.189320388,0.016990291,0.026699029,0.102912621,0.548543689,0.118932039,0.04368932,0.007281553,0.029126214,0.033980583,0.004854369,0.031553398,0,0.023240252,0.527513552,240,2060
GARRISON WOODS,0.250962773,0.105905006,0.019255456,0.033697047,0.162387677,0.550706033,0.093068036,0.048138639,0,0.032092426,0.016046213,0.003209243,0.025673941,8,0.039018906,0.56839221,565,3116
GLACIER RIDGE,,,,,,,,,,,,,,0,0.002398874,0.016742078,,#N/A
GLAMORGAN,0.211591536,0.207758356,0.03066544,0.044464888,0.166053358,0.508892978,0.170193192,0.101962588,0.023765716,0.086629868,0.077430236,0.01149954,0.062097516,26,0.059876761,0.485361573,200,6522
GLENBROOK,0.179790379,0.277479172,0.05038968,0.052405267,0.132088148,0.519215265,0.184762161,0.098091911,0.008734211,0.106826122,0.096076324,0.015452835,0.064498791,35,0.053823136,0.495651935,170,7442
GLENDALE,0.206148282,0.142857143,0.023508137,0.047016275,0.088969259,0.505244123,0.101265823,0.039783002,0.003616637,0.095840868,0.072332731,0.012658228,0.048824593,17,0.075434227,0.426026367,205,2765
GLENDEER BUSINESS PARK,,,,,,,,,,,,,,1,0.011729099,0.723568922,,0
GLENMORE PARK,,,,,,,,,,,,,,4,0.096971644,0.051768737,,0
GOLDEN TRIANGLE,,,,,,,,,,,,,,1,0.009610131,0.810765107,,0
GREAT PLAINS,,,,,,,,,,,,,,11,0.003170962,0.315198453,,0
GREENVIEW,0.183105981,0.364637985,0.026232949,0.055089192,0.225603358,0.485834208,0.267576076,0.112801679,0.013116474,0.167890871,0.128541448,0.015739769,0.099685205,6,0.048760633,0.457565044,20,1906
GREENVIEW INDUSTRIAL PARK,0.791111111,,,,0,0.568888889,,,,,,,,21,0.009518142,0.771401866,,225
GREENWOOD/GREENBRIAR,0.294642857,0.016741071,0.066964286,0.072544643,0.202008929,0.498883929,0.066964286,0,0,0.262276786,0.122767857,0.050223214,0.055803571,5,0.052950999,0.185920031,0,896
HAMPTONS,0.215388784,0.741668924,0.006095909,0.025738282,0.026144676,0.500812788,0.069086968,0.043348686,0.060281766,0.137496613,0.053508534,0.016255757,0.054863181,36,0.04202381,0.344911109,725,7382
HARVEST HILLS,0.166307278,0.368598383,0.034366577,0.043126685,0.051752022,0.49703504,0.107142857,0.070080863,0.040431267,0.134097035,0.052560647,0.012803235,0.059299191,28,0.029521194,0.440595227,270,7420
HASKAYNE,,,,,,,,,,,,,,0,0.026497346,0.040436068,,0
HAWKWOOD,0.215614187,0.40333045,0.019463668,0.028114187,0.046064014,0.500865052,0.06974481,0.060012976,0.024329585,0.08866782,0.047577855,0.010813149,0.06974481,42,0.047271363,0.460566629,750,9248
HAYSBORO,0.202259887,0.223870056,0.024011299,0.03460452,0.178248588,0.502542373,0.165960452,0.089689266,0.008474576,0.103107345,0.079096045,0.008474576,0.059322034,33,0.06195676,0.556918533,280,7080
HIDDEN VALLEY,0.138077123,0.389936019,0.025505793,0.034151824,0.03847484,0.490921667,0.09078333,0.061386823,0.022479682,0.11542452,0.035016427,0.003026111,0.055766903,38,0.022759593,0.362732609,540,11566
HIGHFIELD,,,,,,,,,,,,,,21,0.01527771,0.729782484,,0
HIGHLAND PARK,0.178217822,0.299635227,0.045596665,0.053413236,0.19124544,0.480979677,0.270974466,0.093798854,0.024752475,0.14069828,0.148514851,0.036477332,0.080771235,26,0.06757083,0.430131566,170,3838
HIGHWOOD,0.176705049,0.128432241,0.048715678,0.042072631,0.113817538,0.498228521,0.106288751,0.037643933,0.006643047,0.090788308,0.066430469,0.008857396,0.028786537,13,0.086351311,0.461871292,105,2258
HILLHURST,0.132967368,0.148673376,0.018298262,0.028972248,0.15294297,0.503507167,0.181457762,0.060994206,0.00304971,0.038121378,0.075480329,0.008386703,0.051082647,44,0.06547432,0.514598325,680,6558
HOMESTEAD,,,,,,,,,,,,,,0,0.000247206,0.044608256,,0
HORIZON,,,,,,,,,,,,,,17,0.000471157,0.771775663,,0
HOTCHKISS,,,,,,,,,,,,,,0,0.00254165,0.048395224,,0
HOUNSFIELD HEIGHTS/BRIAR HILL,0.296997856,0.173338099,0.028591851,0.037526805,0.095067906,0.522516083,0.134024303,0.044674768,0.008934954,0.066118656,0.060757684,0.003573981,0.046461758,23,0.083146219,0.521348207,330,2798
HUNTINGTON HILLS,0.222652757,0.306259314,0.046944858,0.067064083,0.096423249,0.502459016,0.150894188,0.076005961,0.032786885,0.157973174,0.083830104,0.012295082,0.059985097,77,0.04383034,0.452651513,200,13420
INGLEWOOD,0.153578529,0.11804175,0.052186879,0.029821074,0.226640159,0.499502982,0.18389662,0.039761431,0.003727634,0.058399602,0.096918489,0.018638171,0.059642147,31,0.076797564,0.343005771,300,4024
KELVIN GROVE,0.300650759,0.175704989,0.00867679,0.028199566,0.117136659,0.548806941,0.121475054,0.088937093,0.015184382,0.060737527,0.062906725,0.028199566,0.045553145,5,0.073804201,0.53621371,260,2305
KEYSTONE HILLS,,,,,,,,,,,,,,0,5.1089E-05,0.034211865,,0
KILLARNEY/GLENGARRY,0.156929083,0.195185426,0.031880286,0.037085231,0.137280416,0.501886792,0.219908913,0.096942095,0.009759271,0.086532206,0.079375407,0.009759271,0.054651919,25,0.063334948,0.518594788,660,7685
KINCORA,0.147191174,0.511685295,0.0137901,0.021048048,0.051531427,0.496298447,0.095804906,0.076934243,0.021048048,0.055160401,0.031934969,0.002903179,0.048628248,26,0.009655683,0.308576748,290,6889
KINGSLAND,0.174061433,0.350895904,0.038395904,0.038395904,0.164462457,0.48890785,0.234641638,0.175981229,0.023464164,0.123720137,0.116254266,0.011732082,0.079991468,20,0.053780747,0.575413852,85,4688
LAKE BONAVISTA,0.280676188,0.094238803,0.024288351,0.028660255,0.085786457,0.499174196,0.095210337,0.019916448,0.00485767,0.073350821,0.029631789,0.007772272,0.046147867,81,0.058535517,0.468598595,1240,10293
LAKEVIEW,0.250980392,0.107376284,0.035480859,0.045751634,0.111297852,0.510550887,0.114845938,0.040149393,0.001867414,0.083099907,0.060690943,0.011204482,0.045751634,28,0.080943416,0.465047705,625,5355
LEGACY,0.157788162,0.145638629,0.008566978,0.010124611,0.07165109,0.511370717,0.171339564,0.064641745,0.00623053,0.028037383,0.017912773,0.001557632,0.017912773,21,0.051436709,0.064653469,85,6420
LEWISBURG,,,,,,,,,,,,,,0,0.000244691,0.015325356,,#N/A
LINCOLN PARK,0.17539167,0.23882308,0.032479939,0.051585785,0.229270157,0.553305311,0.21016431,0.074512801,0.015284677,0.068781047,0.145204433,0.017195262,0.05349637,32,0.025491344,0.505283338,50,2617
LIVINGSTON,0.147596479,,,,0.049424509,0.465132024,,,,,,,,0,0.000566668,0.019865306,,1477
LOWER MOUNT ROYAL,0.101533121,0.218397454,0.021695111,0.024587793,0.438819786,0.482788545,0.28637547,0.117153601,0.005785363,0.05785363,0.137402372,0.021695111,0.072317038,12,0.045416383,0.718554521,190,3457
MACEWAN GLEN,0.19499369,0.267143458,0.021034918,0.045225074,0.053428692,0.505469079,0.097812369,0.056794279,0.022086664,0.106226336,0.053639041,0.005258729,0.050483803,15,0.043993166,0.485515062,245,4754
MAHOGANY,0.171503734,0.183723693,0.014002037,0.013153428,0.048710115,0.502885268,0.193482688,0.056432451,0.009334691,0.028852682,0.012729124,0.001272912,0.027155465,24,0.004275148,0.107394336,435,11784
MANCHESTER,0.143414634,0.370731707,0.048780488,0.029268293,0.294634146,0.409756098,0.263414634,0.229268293,0.024390244,0.053658537,0.175609756,0,0.063414634,7,0.019356839,0.826176131,0,1025
MANCHESTER INDUSTRIAL,,,,,,,,,,,,,,75,0.020954004,0.781047123,,0
MAPLE RIDGE,0.267223382,0.04697286,0.018267223,0.028705637,0.080375783,0.499478079,0.080897704,0.005219207,0,0.083507307,0.026096033,0.010438413,0.041753653,7,0.044952572,0.278053095,130,1916
MARLBOROUGH,0.210434403,0.587753766,0.040384196,0.049115914,0.058611657,0.473149967,0.176271556,0.169722768,0.040384196,0.211744161,0.092774503,0.013097577,0.058939096,40,0.038437335,0.542969679,30,9162
MARLBOROUGH PARK,0.189017951,0.511556964,0.03343893,0.058078141,0.061598029,0.482576558,0.12260941,0.101490086,0.031678986,0.226446087,0.083304001,0.011732958,0.061598029,34,0.035860023,0.511814407,70,8523
MARTINDALE,0.12994033,0.832923833,0.025974026,0.036855037,0.018673219,0.471814672,0.145665146,0.181818182,0.085644086,0.192699193,0.064935065,0.005967006,0.047034047,60,0.018113619,0.500974783,55,14245
MAYFAIR,0.206018519,0.219907407,0,0.046296296,0.034722222,0.493055556,0.092592593,0.069444444,0,0.034722222,0.023148148,0,0.081018519,2,0.104694604,0.482398193,110,432
MAYLAND,,,,,,,,,,,,,,23,0.016110731,0.636061323,,0
MAYLAND HEIGHTS,0.203657105,0.223955712,0.053682268,0.05703741,0.13823184,0.49656098,0.168595873,0.052004697,0.010065425,0.150142594,0.088072471,0.012581782,0.061231337,26,0.046706751,0.459288901,135,5961
MCCALL,,,,,,,,,,,,,,12,0.000126097,0.445851308,,0
MCKENZIE LAKE,0.145233478,0.131284499,0.023496942,0.038415635,0.039832911,0.49440549,0.099955244,0.036550798,0.010816053,0.109652394,0.034685962,0.003729673,0.055945099,40,0.048307099,0.410924075,1200,13406
MCKENZIE TOWNE,0.15867199,0.194989881,0.031449981,0.038286933,0.084723514,0.503199694,0.147131215,0.070010392,0.006016518,0.079582125,0.038833889,0.003281737,0.051140404,63,0.022224921,0.499078098,750,18283
MEADOWLARK PARK,0.217391304,0.178571429,0.01552795,0.062111801,0.082298137,0.489130435,0.163043478,0.046583851,0,0.077639752,0.01552795,0.01552795,0.108695652,5,0.044123306,0.680018871,75,644
MEDICINE HILL,,,,,,,,,,,,,,0,0.12518823,0.057902487,,0
MERIDIAN,,,,,,,,,,,,,,10,0.010544422,0.81001501,,0
MIDNAPORE,0.28610729,0.125171939,0.02957359,0.049518569,0.098074278,0.522145805,0.116231087,0.037138927,0.006189821,0.093535076,0.069463549,0.017193948,0.050894085,50,0.057321635,0.484452565,210,7270
MILLRISE,0.204927536,0.287681159,0.024637681,0.038405797,0.084492754,0.51942029,0.165942029,0.113043478,0.015942029,0.101449275,0.053623188,0.012318841,0.061594203,25,0.038623475,0.534345562,245,6900
MISSION,0.153327534,0.153327534,0.022836016,0.01522401,0.46476729,0.494345368,0.342540235,0.067420618,0.003262288,0.035885167,0.090256633,0.006524576,0.043497173,14,0.0597586,0.607428701,365,4598
MONTEREY PARK,0.200347088,0.781912842,0.023621288,0.039529503,0.03297339,0.498843039,0.109429233,0.101234092,0.068935596,0.228981874,0.059294254,0.012051678,0.062668723,33,0.020333457,0.376079088,45,10372
MONTGOMERY,0.176079734,0.15282392,0.058693245,0.043189369,0.118050941,0.507419712,0.176079734,0.071982281,0.007751938,0.084163898,0.07641196,0.013289037,0.049833887,35,0.048653354,0.319076856,200,4515
MOUNT PLEASANT,0.158770589,0.181694685,0.026320258,0.028018339,0.127695704,0.482085244,0.197826456,0.053489557,0.005943284,0.073866531,0.07301749,0.005943284,0.047546273,29,0.080058433,0.462832508,610,5889
NEW BRIGHTON,0.132107151,0.327024346,0.027856216,0.024040296,0.040219797,0.495382737,0.160268641,0.093871632,0.011829352,0.06487064,0.02671144,0.001526368,0.044264672,34,0.012369493,0.41445592,415,13103
NOLAN HILL,0.13817455,0.309793471,0.00532978,0.011992005,0.032911392,0.499666889,0.178547635,0.070619587,0.009327115,0.030646236,0.01332445,0.001998668,0.028647568,32,0.005523772,0.15847606,135,7505
NORTH AIRWAYS,,,,,,,,,,,,,,20,0.016413143,0.720411796,,0
NORTH GLENMORE PARK,0.227519866,0.096194061,0.04391468,0.052279381,0.09117524,0.489753241,0.119196989,0.010455876,0.006273526,0.098285236,0.048097031,0.016729402,0.056461731,20,0.069909434,0.501825544,225,2391
NORTH HAVEN,0.26027978,0.18440017,0.029673591,0.052988554,0.096651123,0.500635863,0.127172531,0.036032217,0.010597711,0.09749894,0.059347181,0.014836795,0.052988554,13,0.05806285,0.477690615,115,2359
NORTH HAVEN UPPER,0.240400668,0.158597663,0.041736227,0.033388982,0.086811352,0.477462437,0.033388982,0,0.016694491,0.116861436,0.033388982,0,0.091819699,3,0.055376585,0.485547859,30,599
NOSE HILL PARK,,,,,,,,,,,,,,3,0.032130903,0.019150397,,0
OAKRIDGE,0.273110721,0.11599297,0.021089631,0.036906854,0.070650264,0.506326889,0.087873462,0.040421793,0.007029877,0.079964851,0.037785589,0.006151142,0.043057996,42,0.081566413,0.450005501,435,5690
OGDEN,0.197411381,0.155083955,0.062383396,0.069962687,0.124766791,0.462336754,0.161497201,0.052472015,0.005830224,0.191814366,0.087453358,0.013992537,0.054221082,64,0.063198435,0.358678771,95,8576
OGDEN SHOPS,,,,,,,,,,,,,,3,0.016358163,0.694290969,,0
PALLISER,0.322984749,0.224673203,0.028594771,0.039488017,0.164760349,0.534041394,0.187908497,0.076252723,0.008169935,0.069444444,0.073529412,0.012254902,0.049019608,17,0.072844865,0.507744263,180,3672
PANORAMA HILLS,0.137456243,0.701478024,0.010307273,0.032866589,0.038817581,0.496227149,0.114546869,0.116297161,0.056981719,0.108129133,0.055425904,0.006612213,0.053870089,74,0.014931054,0.406922915,1020,25710
PARKDALE,0.2416212,0.132501949,0.019485581,0.019485581,0.114964926,0.498441154,0.114964926,0.046765394,0,0.044816836,0.038971161,0.011691348,0.029228371,19,0.062584283,0.43932588,215,2566
PARKHILL,0.162034299,0.221762271,0.026611473,0.053222945,0.180958013,0.497338853,0.221762271,0.082791248,0.014784151,0.065050266,0.10348906,0,0.056179775,9,0.092000615,0.428068653,245,1691
PARKLAND,0.286612022,0.050546448,0.024590164,0.025956284,0.057923497,0.5,0.049180328,0.010928962,0,0.087431694,0.028688525,0.008196721,0.040983607,16,0.065695728,0.472533842,375,3660
PATTERSON,0.26249405,0.334364588,0.015468824,0.035697287,0.141599238,0.52736792,0.141599238,0.090433127,0.021418372,0.073774393,0.059495478,0.014278915,0.071394574,10,0.086724777,0.331276504,465,4202
PEGASUS,,,,,,,,,,,,,,0,0.014252288,0.676434629,,0
PENBROOKE MEADOWS,0.184358195,0.471709142,0.059036708,0.067804536,0.066752397,0.472527473,0.153729249,0.097615151,0.057867664,0.264788403,0.104044891,0.011690437,0.058452186,33,0.035153371,0.480314761,25,8554
PINE CREEK,0.142857143,,,,0,0,,,,,,,,0,0.015181127,0.011008047,,14
PINERIDGE,0.211634404,0.469966075,0.051386949,0.066354021,0.090401118,0.496208342,0.152165236,0.075833167,0.031929755,0.197066454,0.11973658,0.018958292,0.073837557,36,0.043114153,0.509462198,70,10022
POINT MCKAY,0.311988086,0.096798213,0.018615041,0.04095309,0.280714818,0.538346984,0.156366344,0.026061057,0.007446016,0.018615041,0.070737156,0.018615041,0.059568131,3,0.084338292,0.30796119,120,1343
PUMP HILL,0.459756098,0.103658537,0.015243902,0.015243902,0.077439024,0.543292683,0.091463415,0.036585366,0.045731707,0.097560976,0.067073171,0.045731707,0.036585366,11,0.096376559,0.396138815,285,1640
QUEENS PARK VILLAGE,0.136263736,0.549450549,0.021978022,0.076923077,0.07032967,0.498901099,0.472527473,0.373626374,0.131868132,0.142857143,0.175824176,0,0.120879121,6,0.075019293,0.167745909,0,455
QUEENSLAND,0.192915876,0.150748471,0.039004849,0.059034366,0.074847143,0.489774404,0.118068733,0.04322159,0.011596036,0.152856842,0.056925996,0.005270926,0.052709256,23,0.052109802,0.465808622,105,4743
RAMSAY,0.15291937,0.139017609,0.064874884,0.037071362,0.171455051,0.473123262,0.194624652,0.032437442,0.00463392,0.101946247,0.092678406,0.011584801,0.074142725,26,0.062390452,0.492003033,125,2158
RANCHLANDS,0.17326147,0.28789273,0.040751939,0.061127909,0.086236361,0.501511765,0.157749441,0.10976732,0.011173919,0.085447614,0.074273695,0.005258315,0.06967267,33,0.067748733,0.455493727,225,7607
RANGEVIEW,,,,,,,,,,,,,,0,0.001157043,0.002787534,,0
RED CARPET,0.256587202,0.247804266,0.084692597,0.072145546,0.215181932,0.478670013,0.17565872,0.053324969,0.006273526,0.28544542,0.119196989,0.012547051,0.081555834,9,0.020253047,0.390433076,10,1594
REDSTONE,0.166381669,0.340287278,0.005984952,0.013679891,0.010088919,0.492989056,0.121409029,0.082934337,0.023939808,0.056429549,0.013679891,0,0.029924761,21,0.002512693,0.146476111,10,5848
RENFREW,0.135217259,0.184594348,0.038742024,0.040261319,0.179428745,0.507140687,0.196748709,0.038742024,0.00911577,0.07368581,0.059252507,0.00303859,0.047857794,44,0.053365246,0.396822787,415,6582
RICHMOND,0.160217654,0.174324869,0.027206771,0.02821443,0.128375655,0.485489722,0.192462717,0.056428859,0.010076582,0.06146715,0.071543732,0.020153164,0.047359936,25,0.060362935,0.494470512,620,4962
RIDEAU PARK,0.336700337,0.033670034,0,0,0.212121212,0.513468013,0.092592593,0.033670034,0,0.050505051,0.025252525,0,0.092592593,2,0.142319019,0.310771169,165,594
RIVERBEND,0.173517958,0.258005193,0.034076158,0.044353094,0.049545651,0.495023799,0.094115102,0.043812203,0.011899611,0.127650368,0.029208135,0.002163566,0.055170922,34,0.049869165,0.369976029,415,9244
ROCKY RIDGE,0.189330793,0.329840438,0.017861396,0.032150512,0.075494165,0.513455585,0.133960467,0.087520838,0.010716837,0.072040962,0.048225768,0.005358419,0.063110264,33,0.03711777,0.387580989,660,8398
ROSEDALE,0.205128205,0.150641026,0.006410256,0.016025641,0.06474359,0.492307692,0.112179487,0.044871795,0.006410256,0.080128205,0.057692308,0.016025641,0.096153846,8,0.10322214,0.466326117,290,1560
ROSEMONT,0.1738437,0.087719298,0.043859649,0.051834131,0.112440191,0.496810207,0.179425837,0.031897927,0,0.083732057,0.059808612,0,0.071770335,8,0.082637612,0.49466632,105,1254
ROSSCARROCK,0.143724138,0.353103448,0.055172414,0.073103448,0.129103448,0.508689655,0.273103448,0.177931034,0.015172414,0.137931034,0.132413793,0.005517241,0.053793103,26,0.036551259,0.583600653,85,3625
ROXBORO,0.222748815,0.059241706,0,0.023696682,0.033175355,0.464454976,0.18957346,0,0,0.106635071,0.023696682,0,0.035545024,2,0.171493152,0.33855549,130,422
